"matrix","time","row","col","value","sd","conf.low","conf.high","dates","report_prob_new"
"inc",1970-03-04,0,0,0.194541568290229,0.00313984502962012,0.188387585115137,0.200695551465322,2022-02-14,0.6378
"serop",1970-03-04,0,0,0.0780617736976054,0.00097067975957699,0.0761592763283125,0.0799642710668983,2022-02-14,0.6378
"beta",1970-03-05,0,0,0.639877463417719,0.0100190320807086,0.620240521379578,0.659514405455859,2022-02-15,0.6378
"report_prob",1970-03-05,0,0,0.6378,0,0.5,0.5,2022-02-15,0.6378
"inc",1970-03-05,0,0,0.197468932259709,0.00303496433302542,0.191520511472615,0.203417353046802,2022-02-15,0.6378
"serop",1970-03-05,0,0,0.0801617788337708,0.000978739826018,0.0782434840245406,0.0820800736430011,2022-02-15,0.6378
"beta",1970-03-06,0,0,0.627933473324228,0.0101695534521505,0.608001514819158,0.647865431829298,2022-02-16,0.6378
"report_prob",1970-03-06,0,0,0.6378,0,0.5,0.5,2022-02-16,0.6378
"inc",1970-03-06,0,0,0.199659802838099,0.0029903978135646,0.193798730824065,0.205520874852133,2022-02-16,0.6378
"serop",1970-03-06,0,0,0.0821736642443276,0.00097616595914988,0.0802604141214598,0.0840869143671953,2022-02-16,0.6378
"beta",1970-03-07,0,0,0.614686590614116,0.0107051945862952,0.593704794777484,0.635668386450747,2022-02-17,0.6378
"report_prob",1970-03-07,0,0,0.6378,0,0.5,0.5,2022-02-17,0.6378
"inc",1970-03-07,0,0,0.201164553145336,0.00305638753603396,0.195174143651913,0.20715496263876,2022-02-17,0.6378
"serop",1970-03-07,0,0,0.0840736072906118,0.00096461763881127,0.0821829914596896,0.0859642231215339,2022-02-17,0.6378
"beta",1970-03-08,0,0,0.600775566901664,0.0114698353677282,0.578295102672313,0.623256031131015,2022-02-18,0.6378
"report_prob",1970-03-08,0,0,0.6378,0,0.5,0.5,2022-02-18,0.6378
"inc",1970-03-08,0,0,0.202084278775448,0.00325223641398957,0.195710012534818,0.208458545016077,2022-02-18,0.6378
"serop",1970-03-08,0,0,0.0858444505205917,0.00094843333842626,0.0839855553355392,0.0877033457056443,2022-02-18,0.6378
"beta",1970-03-09,0,0,0.586874708699645,0.0122757454350755,0.562814689763515,0.610934727635775,2022-02-19,0.6378
"report_prob",1970-03-09,0,0,0.6378,0,0.5,0.5,2022-02-19,0.6378
"inc",1970-03-09,0,0,0.202568579393911,0.00355418477513313,0.195602505240249,0.209534653547572,2022-02-19,0.6378
"serop",1970-03-09,0,0,0.087477373673781,0.00093433363686506,0.0856461133959811,0.0893086339515809,2022-02-19,0.6378
"beta",1970-03-10,0,0,0.573668323053402,0.0129585961415438,0.548269941325776,0.599066704781028,2022-02-20,0.6378
"report_prob",1970-03-10,0,0,0.6378,0,0.5,0.5,2022-02-20,0.6378
"inc",1970-03-10,0,0,0.202811026048045,0.00390878325025054,0.19514995165418,0.210472100441909,2022-02-20,0.6378
"serop",1970-03-10,0,0,0.0889732243315619,0.00093018840467951,0.0871500885595532,0.0907963601035705,2022-02-20,0.6378
"beta",1970-03-11,0,0,0.561832600543925,0.0133961126047909,0.535576702305692,0.588088498782159,2022-02-21,0.6378
"report_prob",1970-03-11,0,0,0.6378,0,0.5,0.5,2022-02-21,0.6378
"inc",1970-03-11,0,0,0.203043546968362,0.00425450872696192,0.194704863091605,0.211382230845118,2022-02-21,0.6378
"serop",1970-03-11,0,0,0.0903434831698285,0.00094265983834461,0.0884959038370007,0.0921910625026563,2022-02-21,0.6378
"beta",1970-03-12,0,0,0.552026666878856,0.0135096687838129,0.525548202619518,0.578505131138195,2022-02-22,0.6378
"report_prob",1970-03-12,0,0,0.6378,0,0.5,0.5,2022-02-22,0.6378
"inc",1970-03-12,0,0,0.203531249887269,0.0045355497954087,0.19464173563818,0.212420764136358,2022-02-22,0.6378
"serop",1970-03-12,0,0,0.0916109111755872,0.0009744008493776,0.0897011206043019,0.0935207017468726,2022-02-22,0.6378
"beta",1970-03-13,0,0,0.544893521914984,0.013266796356978,0.51889107886508,0.570895964964888,2022-02-23,0.6378
"report_prob",1970-03-13,0,0,0.6378,0,0.5,0.5,2022-02-23,0.6378
"inc",1970-03-13,0,0,0.204569287283712,0.00470815810938812,0.195341466955791,0.213797107611633,2022-02-23,0.6378
"serop",1970-03-13,0,0,0.0928099966388223,0.00102239232555539,0.0908061445026636,0.094813848774981,2022-02-23,0.6378
"beta",1970-03-14,0,0,0.541070810374752,0.0126999470886958,0.516179371475344,0.56596224927416,2022-02-24,0.6378
"report_prob",1970-03-14,0,0,0.6378,0,0.5,0.5,2022-02-24,0.6378
"inc",1970-03-14,0,0,0.20648332588661,0.00474664261277512,0.197180077318088,0.215786574455132,2022-02-24,0.6378
"serop",1970-03-14,0,0,0.0939873829511279,0.00107846900986279,0.0918736225333543,0.0961011433689015,2022-02-24,0.6378
"beta",1970-03-15,0,0,0.541210939172025,0.0119661505539516,0.517757715052696,0.564664163291355,2022-02-25,0.5957
"report_prob",1970-03-15,0,0,0.5957,0,0.5,0.5,2022-02-25,0.5957
"inc",1970-03-15,0,0,0.209635102467835,0.00465854125990281,0.200504529377931,0.218765675557738,2022-02-25,0.5957
"serop",1970-03-15,0,0,0.0952025129480773,0.00113145325870323,0.0929849053108284,0.0974201205853261,2022-02-25,0.5957
"beta",1970-03-16,0,0,0.546009994084084,0.0114845531797239,0.523500683473291,0.568519304694878,2022-02-26,0.5957
"report_prob",1970-03-16,0,0,0.5957,0,0.5,0.5,2022-02-26,0.5957
"inc",1970-03-16,0,0,0.214434567015329,0.00452642788832683,0.205562931375591,0.223306202655068,2022-02-26,0.5957
"serop",1970-03-16,0,0,0.0965287766415598,0.00116984522071762,0.0942359221414669,0.0988216311416526,2022-02-26,0.5957
"beta",1970-03-17,0,0,0.556245168907484,0.0120977141143683,0.532534084948061,0.579956252866908,2022-02-27,0.5957
"report_prob",1970-03-17,0,0,0.5957,0,0.5,0.5,2022-02-27,0.5957
"inc",1970-03-17,0,0,0.221360376223249,0.00459849283866443,0.212347495876301,0.230373256570197,2022-02-27,0.5957
"serop",1970-03-17,0,0,0.0980555079750171,0.00118538189095046,0.0957322021608282,0.100378813789206,2022-02-27,0.5957
"beta",1970-03-18,0,0,0.572820919050427,0.0148497303842046,0.543715982317256,0.601925855783598,2022-02-28,0.5957
"report_prob",1970-03-18,0,0,0.5957,0,0.5,0.5,2022-02-28,0.5957
"inc",1970-03-18,0,0,0.230991167376045,0.00535811248240895,0.220489459885409,0.241492874866681,2022-02-28,0.5957
"serop",1970-03-18,0,0,0.0998912606496115,0.0011803560890868,0.0975778052260688,0.102204716073154,2022-02-28,0.5957
"beta",1970-03-19,0,0,0.596824688513109,0.0203618892110203,0.556916119002315,0.636733258023904,2022-03-01,0.5957
"report_prob",1970-03-19,0,0,0.5957,0,0.5,0.5,2022-03-01,0.5957
"inc",1970-03-19,0,0,0.244051303234816,0.00732678053873655,0.229691077256264,0.258411529213369,2022-03-01,0.5957
"serop",1970-03-19,0,0,0.102168928406782,0.00118553366646077,0.0998453251180592,0.104492531695505,2022-03-01,0.5957
"beta",1970-03-20,0,0,0.629593730764461,0.0289033004147172,0.572944302917273,0.686243158611648,2022-03-02,0.5957
"report_prob",1970-03-20,0,0,0.5957,0,0.5,0.5,2022-03-02,0.5957
"inc",1970-03-20,0,0,0.261476926180304,0.0108433920385641,0.24022426831447,0.282729584046139,2022-03-02,0.5957
"serop",1970-03-20,0,0,0.105053498271154,0.0012929423885273,0.102519377755555,0.107587618786753,2022-03-02,0.5957
"beta",1970-03-21,0,0,0.672795142110183,0.0408948563978609,0.592642696417438,0.752947587802928,2022-03-03,0.5957
"report_prob",1970-03-21,0,0,0.5957,0,0.5,0.5,2022-03-03,0.5957
"inc",1970-03-21,0,0,0.284511659585435,0.0162651993286994,0.252632454699819,0.316390864471051,2022-03-03,0.5957
"serop",1970-03-21,0,0,0.108753591506924,0.00166161928992679,0.10549687754265,0.112010305471197,2022-03-03,0.5957
"beta",1970-03-22,0,0,0.728521624313058,0.0571164344404948,0.616575469884346,0.840467778741771,2022-03-04,0.5957
"report_prob",1970-03-22,0,0,0.5957,0,0.5,0.5,2022-03-04,0.5957
"inc",1970-03-22,0,0,0.314846961554561,0.0242135007968337,0.267389372053135,0.362304551055987,2022-03-04,0.5957
"serop",1970-03-22,0,0,0.113538544919166,0.00244241774950407,0.108751494094937,0.118325595743395,2022-03-04,0.5957
