week_end,geo,ab_estimate,pct_mean,pct_q025,pct_q25,pct_q75,pct_q975
2023-02-25,Canada,Anti-S estimate,0.99895821,0.996959306,99.87458375,99.9459308,0.999805533
2023-03-04,Canada,Anti-S estimate,0.998977577,0.996985288,99.87627535,99.94756232,0.999810948
2023-03-11,Canada,Anti-S estimate,0.998994044,0.996984543,99.87817693,99.94897532,0.999819625
2023-03-18,Canada,Anti-S estimate,0.999007597,0.997049806,99.88008021,99.9498744,0.999823942
2023-03-25,Canada,Anti-S estimate,0.999018188,0.997118696,99.8819453,99.95093853,0.999830727
2023-04-01,Canada,Anti-S estimate,0.99902578,0.997127752,99.88278152,99.95170372,0.999837685
2023-04-08,Canada,Anti-S estimate,0.999030379,0.997098735,99.88293931,99.95254147,0.999842712
2023-04-15,Canada,Anti-S estimate,0.99903204,0.997104866,99.88255828,99.95313434,0.999849742
2023-04-22,Canada,Anti-S estimate,0.999030865,0.997058192,99.8815552,99.95352581,0.999854739
2023-04-29,Canada,Anti-S estimate,0.999026988,0.996978148,99.88048262,99.95393142,0.999859236
2023-05-06,Canada,Anti-S estimate,0.999020544,0.996918185,99.87969179,99.95421121,0.999863002
2023-05-13,Canada,Anti-S estimate,0.999011716,0.996832147,99.87857047,99.95439271,0.999867027
2023-05-20,Canada,Anti-S estimate,0.999000735,0.996733799,99.8766012,99.95481017,0.999870745
2023-05-27,Canada,Anti-S estimate,0.998987795,0.996655829,99.87446683,99.95521821,0.999872267
2023-06-03,Canada,Anti-S estimate,0.998973089,0.996597225,99.87314143,99.95512462,0.99987631
2023-06-10,Canada,Anti-S estimate,0.998956843,0.996509068,99.87095398,99.9553107,0.999880104
2023-06-17,Canada,Anti-S estimate,0.998939339,0.996425677,99.86859015,99.95558981,0.999884692
2023-06-24,Canada,Anti-S estimate,0.998920932,0.996308538,99.86565916,99.95580512,0.999889191
2023-07-01,Canada,Anti-S estimate,0.998902054,0.996206477,99.86221952,99.95599281,0.999893835
2023-07-08,Canada,Anti-S estimate,0.998883204,0.996059163,99.85928148,99.95627145,0.999897334
2023-07-15,Canada,Anti-S estimate,0.998864655,0.99590545,99.85638799,99.95689332,0.999902744
2023-07-22,Canada,Anti-S estimate,0.998846342,0.995746311,99.85427406,99.95749469,0.999904712
2023-07-29,Canada,Anti-S estimate,0.998828137,0.995646459,99.85179618,99.95818625,0.999908157
2023-08-05,Canada,Anti-S estimate,0.998809876,0.9955758,99.85003369,99.95843468,0.99991204
2023-08-12,Canada,Anti-S estimate,0.998791371,0.995375619,99.84761277,99.95941138,0.999915932
2023-08-19,Canada,Anti-S estimate,0.998772412,0.995253587,99.8457688,99.95993953,0.999920346
2023-08-26,Canada,Anti-S estimate,0.998752773,0.995105872,99.84400085,99.96055664,0.999923813
2023-09-02,Canada,Anti-S estimate,0.99873222,0.994878037,99.84303274,99.96141003,0.999928653
2023-09-09,Canada,Anti-S estimate,0.998710519,0.994716711,99.84077209,99.96220266,0.999932355
2023-09-16,Canada,Anti-S estimate,0.998687431,0.994468425,99.83857578,99.96303331,0.999935969
2023-09-23,Canada,Anti-S estimate,0.998662726,0.994249996,99.83688994,99.96375804,0.999938992
2023-09-30,Canada,Anti-S estimate,0.998636178,0.993884271,99.83473556,99.96457372,0.999941301
2020-03-07,Eastern,Anti-N estimate,0.003063199,0.001386401,0.236284944,0.367802338,0.005174317
2020-03-14,Eastern,Anti-N estimate,0.003540449,0.001568361,0.269516996,0.427402439,0.006028756
2020-03-21,Eastern,Anti-N estimate,0.004046267,0.001753494,0.305875968,0.490897161,0.006997275
2020-03-28,Eastern,Anti-N estimate,0.004566109,0.001951963,0.342235664,0.555894621,0.007997345
2020-04-04,Eastern,Anti-N estimate,0.005081135,0.002179804,0.379377677,0.61502067,0.008971701
2020-04-11,Eastern,Anti-N estimate,0.005569546,0.002418266,0.419327123,0.671358663,0.009818851
2020-04-18,Eastern,Anti-N estimate,0.006007916,0.00270822,0.454119886,0.724724016,0.010443957
2020-04-25,Eastern,Anti-N estimate,0.006381678,0.003015828,0.48979903,0.759607197,0.010971518
2020-05-02,Eastern,Anti-N estimate,0.006690167,0.003361331,0.522699099,0.7894644,0.011308115
2020-05-09,Eastern,Anti-N estimate,0.006938242,0.003667977,0.551772708,0.80965449,0.011448917
2020-05-16,Eastern,Anti-N estimate,0.007134298,0.003934502,0.577413472,0.825175342,0.011513008
2020-05-23,Eastern,Anti-N estimate,0.007288768,0.004237221,0.596707331,0.835212067,0.011548468
2020-05-30,Eastern,Anti-N estimate,0.007412828,0.004403827,0.612591473,0.847637927,0.011583328
2020-06-06,Eastern,Anti-N estimate,0.007517426,0.00451817,0.62691991,0.859810126,0.011685292
2020-06-13,Eastern,Anti-N estimate,0.007612707,0.004580418,0.633582248,0.873225075,0.011743579
2020-06-20,Eastern,Anti-N estimate,0.007707785,0.004551681,0.63767794,0.887159367,0.01205988
2020-06-27,Eastern,Anti-N estimate,0.007810862,0.004505051,0.63920396,0.902029495,0.012388026
2020-07-04,Eastern,Anti-N estimate,0.007929588,0.004493632,0.645746437,0.920942435,0.012639875
2020-07-11,Eastern,Anti-N estimate,0.008071978,0.004539503,0.653357106,0.93997495,0.012994365
2020-07-18,Eastern,Anti-N estimate,0.008245224,0.004608665,0.668674178,0.960073178,0.01318618
2020-07-25,Eastern,Anti-N estimate,0.008451025,0.004742053,0.68746122,0.980345621,0.013421858
2020-08-01,Eastern,Anti-N estimate,0.008691045,0.005012384,0.710586642,1.004778353,0.01359745
2020-08-08,Eastern,Anti-N estimate,0.008968216,0.005318647,0.743440213,1.032120242,0.013766242
2020-08-15,Eastern,Anti-N estimate,0.009286189,0.005639761,0.776761829,1.063501861,0.013987221
2020-08-22,Eastern,Anti-N estimate,0.009648835,0.006032215,0.81379511,1.097137846,0.014199724
2020-08-29,Eastern,Anti-N estimate,0.010059779,0.006441625,0.857088775,1.139336841,0.014544746
2020-09-05,Eastern,Anti-N estimate,0.010521966,0.006929896,0.904620627,1.183544839,0.015010602
2020-09-12,Eastern,Anti-N estimate,0.011037247,0.007367067,0.955672939,1.232713382,0.015544161
2020-09-19,Eastern,Anti-N estimate,0.011606021,0.007857753,1.00905426,1.295226961,0.016309641
2020-09-26,Eastern,Anti-N estimate,0.012226974,0.008403758,1.065740628,1.3638352,0.017233418
2020-10-03,Eastern,Anti-N estimate,0.01289699,0.008873198,1.121904729,1.439470951,0.017989792
2020-10-10,Eastern,Anti-N estimate,0.013611449,0.009363167,1.185743147,1.515728474,0.018819248
2020-10-17,Eastern,Anti-N estimate,0.014367178,0.00997559,1.25697096,1.598362771,0.019742851
2020-10-24,Eastern,Anti-N estimate,0.015163472,0.010677792,1.332946327,1.681802803,0.020660457
2020-10-31,Eastern,Anti-N estimate,0.01600042,0.011484874,1.416763089,1.769174042,0.021513357
2020-11-07,Eastern,Anti-N estimate,0.016878426,0.012394731,1.506626556,1.856639221,0.022313746
2020-11-14,Eastern,Anti-N estimate,0.017797723,0.013328306,1.597846148,1.947351778,0.023353502
2020-11-21,Eastern,Anti-N estimate,0.018757862,0.014234933,1.695828077,2.039519365,0.024250636
2020-11-28,Eastern,Anti-N estimate,0.019757188,0.015300293,1.795835646,2.138211681,0.025307993
2020-12-05,Eastern,Anti-N estimate,0.020792338,0.016198093,1.895476676,2.243400617,0.026408642
2020-12-12,Eastern,Anti-N estimate,0.021857805,0.017132982,1.999527674,2.357054825,0.027637322
2020-12-19,Eastern,Anti-N estimate,0.022945623,0.018023602,2.097611752,2.475869019,0.028933449
2020-12-26,Eastern,Anti-N estimate,0.024045225,0.018769867,2.196519881,2.591656251,0.030364357
2021-01-02,Eastern,Anti-N estimate,0.025143003,0.019567956,2.294394726,2.712851384,0.031820014
2021-01-09,Eastern,Anti-N estimate,0.026228009,0.020414654,2.386600293,2.831454356,0.03310122
2021-01-16,Eastern,Anti-N estimate,0.027295367,0.021268416,2.490583582,2.950750886,0.034373008
2021-01-23,Eastern,Anti-N estimate,0.028343439,0.022186974,2.589673008,3.062502983,0.035735062
2021-01-30,Eastern,Anti-N estimate,0.029372017,0.023061362,2.686744137,3.165352075,0.036738979
2021-02-06,Eastern,Anti-N estimate,0.030382114,0.023971304,2.787422748,3.268158461,0.037772339
2021-02-13,Eastern,Anti-N estimate,0.031375733,0.024892277,2.885670242,3.366654619,0.038638212
2021-02-20,Eastern,Anti-N estimate,0.032355622,0.025906176,2.988025653,3.462488258,0.039730335
2021-02-27,Eastern,Anti-N estimate,0.033325041,0.026950092,3.082749897,3.555222957,0.040618525
2021-03-06,Eastern,Anti-N estimate,0.034287545,0.02791421,3.177534903,3.651407813,0.0416349
2021-03-13,Eastern,Anti-N estimate,0.035246811,0.028590162,3.276054329,3.75624958,0.042617839
2021-03-20,Eastern,Anti-N estimate,0.0362065,0.029479934,3.365593592,3.865048517,0.043770347
2021-03-27,Eastern,Anti-N estimate,0.037170171,0.030259443,3.452059289,3.962884329,0.044762031
2021-04-03,Eastern,Anti-N estimate,0.038140427,0.03111997,3.540802203,4.070823885,0.046030385
2021-04-10,Eastern,Anti-N estimate,0.039122322,0.031839123,3.630124563,4.175405377,0.047239702
2021-04-17,Eastern,Anti-N estimate,0.040118457,0.032666092,3.724240248,4.282733331,0.048585646
2021-04-24,Eastern,Anti-N estimate,0.041132552,0.033572711,3.817042423,4.39178926,0.049980108
2021-05-01,Eastern,Anti-N estimate,0.042168547,0.034498823,3.914351326,4.498581789,0.050788565
2021-05-08,Eastern,Anti-N estimate,0.043224858,0.035348164,4.017187293,4.612075643,0.052110511
2021-05-15,Eastern,Anti-N estimate,0.044294941,0.036337747,4.12510887,4.719072002,0.053153043
2021-05-22,Eastern,Anti-N estimate,0.045371943,0.037383773,4.236138626,4.822632523,0.054299981
2021-05-29,Eastern,Anti-N estimate,0.046448611,0.03849395,4.34316014,4.927737886,0.055588575
2021-06-05,Eastern,Anti-N estimate,0.047517068,0.039431507,4.44404308,5.034947411,0.056724396
2021-06-12,Eastern,Anti-N estimate,0.048568629,0.040422399,4.554165977,5.145865168,0.057546174
2021-06-19,Eastern,Anti-N estimate,0.049593652,0.040987599,4.651352293,5.246948323,0.058842002
2021-06-26,Eastern,Anti-N estimate,0.050581437,0.041641173,4.745098485,5.356677499,0.060280614
2021-07-03,Eastern,Anti-N estimate,0.051519408,0.042165654,4.830916314,5.466661663,0.061388516
2021-07-10,Eastern,Anti-N estimate,0.052396202,0.042706542,4.909856708,5.566179397,0.062707359
2021-07-17,Eastern,Anti-N estimate,0.053197335,0.043104497,4.973139844,5.661931061,0.06405903
2021-07-24,Eastern,Anti-N estimate,0.053908297,0.043494665,5.023253049,5.751420862,0.065186893
2021-07-31,Eastern,Anti-N estimate,0.054514146,0.043835566,5.063506571,5.819194546,0.066393305
2021-08-07,Eastern,Anti-N estimate,0.054999905,0.043958715,5.096489622,5.878796238,0.067226382
2021-08-14,Eastern,Anti-N estimate,0.055351056,0.044100342,5.110386962,5.920229519,0.068077108
2021-08-21,Eastern,Anti-N estimate,0.055554106,0.044127765,5.120542768,5.947018298,0.068422424
2021-08-28,Eastern,Anti-N estimate,0.055608333,0.044117402,5.123043039,5.956779811,0.068544618
2021-09-04,Eastern,Anti-N estimate,0.055559187,0.044088162,5.117682289,5.959195745,0.068476684
2021-09-11,Eastern,Anti-N estimate,0.055463696,0.043934932,5.115664608,5.951172148,0.068152357
2021-09-18,Eastern,Anti-N estimate,0.055378218,0.043957615,5.102375121,5.940773968,0.067865718
2021-09-25,Eastern,Anti-N estimate,0.055357944,0.043912729,5.094649016,5.940698032,0.068164563
2021-10-02,Eastern,Anti-N estimate,0.055440994,0.043916364,5.110110509,5.960072568,0.068535685
2021-10-09,Eastern,Anti-N estimate,0.055712346,0.044074123,5.142299797,5.984385072,0.068948351
2021-10-16,Eastern,Anti-N estimate,0.056211558,0.04433536,5.179859581,6.037006182,0.069635653
2021-10-23,Eastern,Anti-N estimate,0.056996107,0.044713889,5.241081228,6.127091644,0.071011556
2021-10-30,Eastern,Anti-N estimate,0.058128688,0.045490354,5.340390029,6.254231015,0.072527607
2021-11-06,Eastern,Anti-N estimate,0.059680381,0.04655181,5.472421492,6.41950283,0.074599504
2021-11-13,Eastern,Anti-N estimate,0.061734703,0.0482572,5.653841076,6.649358996,0.077087479
2021-11-20,Eastern,Anti-N estimate,0.064392815,0.05050695,5.908196566,6.929791537,0.080636869
2021-11-27,Eastern,Anti-N estimate,0.067780273,0.053399563,6.232753408,7.274698023,0.084696898
2021-12-04,Eastern,Anti-N estimate,0.072055873,0.057038176,6.644926476,7.71729381,0.089738575
2021-12-11,Eastern,Anti-N estimate,0.077423324,0.061992151,7.165020616,8.276523615,0.095253687
2021-12-18,Eastern,Anti-N estimate,0.084143377,0.068237642,7.82579425,8.963039479,0.102138879
2021-12-25,Eastern,Anti-N estimate,0.092436357,0.076001872,8.643600854,9.806206913,0.110114196
2022-01-01,Eastern,Anti-N estimate,0.10239966,0.086026038,9.630101315,10.8116478,0.120311394
2022-01-08,Eastern,Anti-N estimate,0.114149501,0.097524232,10.7810737,12.01018857,0.13248021
2022-01-15,Eastern,Anti-N estimate,0.127708104,0.110591075,12.14493279,13.35908501,0.146622506
2022-01-22,Eastern,Anti-N estimate,0.143034718,0.125164391,13.66197807,14.90522998,0.162285483
2022-01-29,Eastern,Anti-N estimate,0.159981422,0.141104433,15.33891895,16.64162331,0.180400061
2022-02-05,Eastern,Anti-N estimate,0.178270701,0.158045821,17.14079781,18.52090637,0.19929085
2022-02-12,Eastern,Anti-N estimate,0.197485094,0.176175793,19.00750516,20.47498466,0.219732251
2022-02-19,Eastern,Anti-N estimate,0.217079062,0.19473804,20.95486309,22.46712368,0.239721172
2022-02-26,Eastern,Anti-N estimate,0.236618031,0.213911476,22.89334107,24.42984244,0.259426632
2022-03-05,Eastern,Anti-N estimate,0.255912795,0.233406914,24.81823794,26.37228123,0.278893148
2022-03-12,Eastern,Anti-N estimate,0.274818712,0.252778883,26.72253594,28.26359703,0.297823053
2022-03-19,Eastern,Anti-N estimate,0.293218896,0.271495288,28.53908737,30.08511666,0.315660417
2022-03-26,Eastern,Anti-N estimate,0.311022445,0.289683838,30.31597396,31.87146302,0.334202891
2022-04-02,Eastern,Anti-N estimate,0.328133932,0.306051828,31.97906606,33.58884706,0.352143892
2022-04-09,Eastern,Anti-N estimate,0.344572479,0.321365666,33.59347158,35.26839062,0.369979738
2022-04-16,Eastern,Anti-N estimate,0.360297396,0.335983099,35.146889,36.8603723,0.385800773
2022-04-23,Eastern,Anti-N estimate,0.375322037,0.350433885,36.64714776,38.38101767,0.400612108
2022-04-30,Eastern,Anti-N estimate,0.38965859,0.364778308,38.09318093,39.81951166,0.414482321
2022-05-07,Eastern,Anti-N estimate,0.403301906,0.379164218,39.46611715,41.16560093,0.427120576
2022-05-14,Eastern,Anti-N estimate,0.416250046,0.392704285,40.78246334,42.4270145,0.439791219
2022-05-21,Eastern,Anti-N estimate,0.428503596,0.405694156,42.01741556,43.6909361,0.45186668
2022-05-28,Eastern,Anti-N estimate,0.440065117,0.416361263,43.15776232,44.8243001,0.463360634
2022-06-04,Eastern,Anti-N estimate,0.450939685,0.426782928,44.21554113,45.9617773,0.475345453
2022-06-11,Eastern,Anti-N estimate,0.461135881,0.435370247,45.18866029,47.0177273,0.486201695
2022-06-18,Eastern,Anti-N estimate,0.470666718,0.443895082,46.13211384,48.01083269,0.4966806
2022-06-25,Eastern,Anti-N estimate,0.479552868,0.452163158,47.02579843,48.90488568,0.505685999
2022-07-02,Eastern,Anti-N estimate,0.487902117,0.461093182,47.87192011,49.73485245,0.513774243
2022-07-09,Eastern,Anti-N estimate,0.495958191,0.46942197,48.70077999,50.52939117,0.522609595
2022-07-16,Eastern,Anti-N estimate,0.503946977,0.47719952,49.48816067,51.33749553,0.530562904
2022-07-23,Eastern,Anti-N estimate,0.512103462,0.484893471,50.26657666,52.20744112,0.538784851
2022-07-30,Eastern,Anti-N estimate,0.520661115,0.492281978,51.08961639,53.08111716,0.54784381
2022-08-06,Eastern,Anti-N estimate,0.52985065,0.500730253,51.91885801,54.06573567,0.55876802
2022-08-13,Eastern,Anti-N estimate,0.539898295,0.5097676,52.88372586,55.10045935,0.570554264
2022-08-20,Eastern,Anti-N estimate,0.55102288,0.519409235,53.96708437,56.24705435,0.582784856
2022-08-27,Eastern,Anti-N estimate,0.563423387,0.531577177,55.20691656,57.48766122,0.59518171
2022-09-03,Eastern,Anti-N estimate,0.57703512,0.545559208,56.59130993,58.81063802,0.608512143
2022-09-10,Eastern,Anti-N estimate,0.591485448,0.560583974,58.03851942,60.23224785,0.621842092
2022-09-17,Eastern,Anti-N estimate,0.606384099,0.575439633,59.55758928,61.71417704,0.635865172
2022-09-24,Eastern,Anti-N estimate,0.621352993,0.589889799,61.07971484,63.20336333,0.650305035
2022-10-01,Eastern,Anti-N estimate,0.636039055,0.605088116,62.5652992,64.66137751,0.665593441
2022-10-08,Eastern,Anti-N estimate,0.650124598,0.619120518,63.99971601,66.09548958,0.679869848
2022-10-15,Eastern,Anti-N estimate,0.66333273,0.631433834,65.30345896,67.41783607,0.692925386
2022-10-22,Eastern,Anti-N estimate,0.675426451,0.643851164,66.51745697,68.63637795,0.70501799
2022-10-29,Eastern,Anti-N estimate,0.686206407,0.655170726,67.61410129,69.66948646,0.714940407
2022-11-05,Eastern,Anti-N estimate,0.69565383,0.665328387,68.6151095,70.5863201,0.723572458
2022-11-12,Eastern,Anti-N estimate,0.703936816,0.675508505,69.48847456,71.3604464,0.731085563
2022-11-19,Eastern,Anti-N estimate,0.711218403,0.683559821,70.21406097,72.0372335,0.737541314
2022-11-26,Eastern,Anti-N estimate,0.717650202,0.689795319,70.89545081,72.67108903,0.742783212
2022-12-03,Eastern,Anti-N estimate,0.723376792,0.69528585,71.4631506,73.25396796,0.749380671
2022-12-10,Eastern,Anti-N estimate,0.728538482,0.700220852,71.94311348,73.79529918,0.755111175
2022-12-17,Eastern,Anti-N estimate,0.733272314,0.704042568,72.3599168,74.30210249,0.760505212
2022-12-24,Eastern,Anti-N estimate,0.737711259,0.707726264,72.76332509,74.7643759,0.765426205
2022-12-31,Eastern,Anti-N estimate,0.741979589,0.711377468,73.16871321,75.20431735,0.770052252
2023-01-07,Eastern,Anti-N estimate,0.746126863,0.715814121,73.60266811,75.60922132,0.774160691
2023-01-14,Eastern,Anti-N estimate,0.750118146,0.719954773,73.9949694,76.01367937,0.777324601
2023-01-21,Eastern,Anti-N estimate,0.753914389,0.724442826,74.3971827,76.37266176,0.780873431
2023-01-28,Eastern,Anti-N estimate,0.757481926,0.727875933,74.79200892,76.74156288,0.784188126
2023-02-04,Eastern,Anti-N estimate,0.760795509,0.730743611,75.09839084,77.10470054,0.788105848
2023-02-11,Eastern,Anti-N estimate,0.763839426,0.732083684,75.41237878,77.44091754,0.791525303
2023-02-18,Eastern,Anti-N estimate,0.766606642,0.733327463,75.65852426,77.72982122,0.795207559
2023-02-25,Eastern,Anti-N estimate,0.769095908,0.734986884,75.9007354,77.97990487,0.798406031
2023-03-04,Eastern,Anti-N estimate,0.771307109,0.737298839,76.12634082,78.23896671,0.8008391
2023-03-11,Eastern,Anti-N estimate,0.773242156,0.739682127,76.33894641,78.40844965,0.802377927
2023-03-18,Eastern,Anti-N estimate,0.774904226,0.742455084,76.51664473,78.56015576,0.80346335
2023-03-25,Eastern,Anti-N estimate,0.776294086,0.744620153,76.64322393,78.67837145,0.804062554
2023-04-01,Eastern,Anti-N estimate,0.777414626,0.746002707,76.75416728,78.79307776,0.805020137
2023-04-08,Eastern,Anti-N estimate,0.778274268,0.746012732,76.78548721,78.92853953,0.806422667
2023-04-15,Eastern,Anti-N estimate,0.778888626,0.745812751,76.87431734,79.02570125,0.807757477
2023-04-22,Eastern,Anti-N estimate,0.779280399,0.745253554,76.88545958,79.08411439,0.80847521
2023-04-29,Eastern,Anti-N estimate,0.779477513,0.744930811,76.88379722,79.14325154,0.809420423
2023-05-06,Eastern,Anti-N estimate,0.779509832,0.745040349,76.85275391,79.1528896,0.809183542
2023-05-13,Eastern,Anti-N estimate,0.779412584,0.745339783,76.84206357,79.12021018,0.808350002
2023-05-20,Eastern,Anti-N estimate,0.7792249,0.746202563,76.87546179,79.05856188,0.807307041
2023-05-27,Eastern,Anti-N estimate,0.778982589,0.747277312,76.89278437,78.96900248,0.806473429
2023-06-03,Eastern,Anti-N estimate,0.778721301,0.74861011,76.91558715,78.89208791,0.805915942
2023-06-10,Eastern,Anti-N estimate,0.778479354,0.749150499,76.93817642,78.84178475,0.805114666
2023-06-17,Eastern,Anti-N estimate,0.778299576,0.749315475,76.9215599,78.78725395,0.804151583
2023-06-24,Eastern,Anti-N estimate,0.778230112,0.749592201,76.92532372,78.77324876,0.80405386
2023-07-01,Eastern,Anti-N estimate,0.778324194,0.750072209,76.93817724,78.7819198,0.803980961
2023-07-08,Eastern,Anti-N estimate,0.778637905,0.750425943,76.97021042,78.81445568,0.804428146
2023-07-15,Eastern,Anti-N estimate,0.779196902,0.751225891,77.03248877,78.8512438,0.804921331
2023-07-22,Eastern,Anti-N estimate,0.779985977,0.753103868,77.11730298,78.89472233,0.805185335
2023-07-29,Eastern,Anti-N estimate,0.780984079,0.754703459,77.23037407,78.97139402,0.805619972
2023-08-05,Eastern,Anti-N estimate,0.782167477,0.756704704,77.38601369,79.05267462,0.805782956
2023-08-12,Eastern,Anti-N estimate,0.783510615,0.759261593,77.55748668,79.14591456,0.806703542
2023-08-19,Eastern,Anti-N estimate,0.784986875,0.761888429,77.75181619,79.25111967,0.807120946
2023-08-26,Eastern,Anti-N estimate,0.786569262,0.764252157,77.920346,79.39314816,0.808548031
2023-09-02,Eastern,Anti-N estimate,0.788231009,0.766761935,78.10003131,79.54584171,0.809746755
2023-09-09,Eastern,Anti-N estimate,0.789946092,0.768672096,78.25094425,79.72643276,0.81113902
2023-09-16,Eastern,Anti-N estimate,0.791689673,0.76987275,78.42264585,79.9417875,0.812801784
2023-09-23,Eastern,Anti-N estimate,0.793438441,0.770308655,78.55044892,80.14812053,0.815323958
2023-09-30,Eastern,Anti-N estimate,0.795170866,0.770705285,78.65736343,80.37664739,0.818744162
2020-03-07,MB,Anti-N estimate,0.003326353,0.001466458,NA,NA,0.005915304
2020-03-14,MB,Anti-N estimate,0.003833124,0.001642556,NA,NA,0.006916926
2020-03-21,MB,Anti-N estimate,0.004366122,0.001823629,NA,NA,0.008022659
2020-03-28,MB,Anti-N estimate,0.00490875,0.002050388,NA,NA,0.009108021
2020-04-04,MB,Anti-N estimate,0.005440086,0.002248381,NA,NA,0.01014854
2020-04-11,MB,Anti-N estimate,0.005936065,0.002510567,NA,NA,0.011089442
2020-04-18,MB,Anti-N estimate,0.006371687,0.002743088,NA,NA,0.011852003
2020-04-25,MB,Anti-N estimate,0.006732757,0.003007282,NA,NA,0.012382078
2020-05-02,MB,Anti-N estimate,0.007021497,0.003268303,NA,NA,0.012546284
2020-05-09,MB,Anti-N estimate,0.007246341,0.00355541,NA,NA,0.012604476
2020-05-16,MB,Anti-N estimate,0.007419455,0.003827036,NA,NA,0.01260869
2020-05-23,MB,Anti-N estimate,0.007554951,0.004107591,NA,NA,0.012533232
2020-05-30,MB,Anti-N estimate,0.007667449,0.004290565,NA,NA,0.012594214
2020-06-06,MB,Anti-N estimate,0.007771098,0.004340412,NA,NA,0.012702619
2020-06-13,MB,Anti-N estimate,0.007879088,0.004382694,NA,NA,0.012845195
2020-06-20,MB,Anti-N estimate,0.008003599,0.004391079,NA,NA,0.013104082
2020-06-27,MB,Anti-N estimate,0.008156137,0.004409572,NA,NA,0.013438095
2020-07-04,MB,Anti-N estimate,0.008348232,0.004386809,NA,NA,0.013980785
2020-07-11,MB,Anti-N estimate,0.008592519,0.004477655,NA,NA,0.014413617
2020-07-18,MB,Anti-N estimate,0.00890114,0.004698591,NA,NA,0.014841936
2020-07-25,MB,Anti-N estimate,0.009277323,0.004953508,NA,NA,0.015447533
2020-08-01,MB,Anti-N estimate,0.009723786,0.005296993,NA,NA,0.016139869
2020-08-08,MB,Anti-N estimate,0.010245045,0.005772853,NA,NA,0.016652229
2020-08-15,MB,Anti-N estimate,0.010846732,0.006292347,NA,NA,0.017451812
2020-08-22,MB,Anti-N estimate,0.011534905,0.006928943,NA,NA,0.01803878
2020-08-29,MB,Anti-N estimate,0.01231528,0.0075503,NA,NA,0.018868026
2020-09-05,MB,Anti-N estimate,0.013192363,0.008167946,NA,NA,0.019979927
2020-09-12,MB,Anti-N estimate,0.014168476,0.008961739,NA,NA,0.021056834
2020-09-19,MB,Anti-N estimate,0.015242716,0.00962728,NA,NA,0.02247047
2020-09-26,MB,Anti-N estimate,0.016409946,0.010415312,NA,NA,0.024139587
2020-10-03,MB,Anti-N estimate,0.017659969,0.011249616,NA,NA,0.025983249
2020-10-10,MB,Anti-N estimate,0.018977557,0.012131895,NA,NA,0.02781591
2020-10-17,MB,Anti-N estimate,0.020350316,0.013109085,NA,NA,0.029592018
2020-10-24,MB,Anti-N estimate,0.021770929,0.014204166,NA,NA,0.031239229
2020-10-31,MB,Anti-N estimate,0.023232281,0.015450893,NA,NA,0.032912691
2020-11-07,MB,Anti-N estimate,0.024726855,0.016708686,NA,NA,0.034624721
2020-11-14,MB,Anti-N estimate,0.026246203,0.018116145,NA,NA,0.036398041
2020-11-21,MB,Anti-N estimate,0.027780369,0.019675755,NA,NA,0.038204846
2020-11-28,MB,Anti-N estimate,0.029317312,0.021044533,NA,NA,0.03994956
2020-12-05,MB,Anti-N estimate,0.030842406,0.022352473,NA,NA,0.041606778
2020-12-12,MB,Anti-N estimate,0.032338084,0.023727258,NA,NA,0.043428247
2020-12-19,MB,Anti-N estimate,0.033783723,0.0247723,NA,NA,0.045377804
2020-12-26,MB,Anti-N estimate,0.035155842,0.025828515,NA,NA,0.046739364
2021-01-02,MB,Anti-N estimate,0.036428705,0.026728115,NA,NA,0.04839682
2021-01-09,MB,Anti-N estimate,0.037581757,0.027582735,NA,NA,0.049873987
2021-01-16,MB,Anti-N estimate,0.038612818,0.028487044,NA,NA,0.051067796
2021-01-23,MB,Anti-N estimate,0.039526238,0.029264031,NA,NA,0.051881178
2021-01-30,MB,Anti-N estimate,0.040329828,0.030301777,NA,NA,0.052437154
2021-02-06,MB,Anti-N estimate,0.04103423,0.031082061,NA,NA,0.052810951
2021-02-13,MB,Anti-N estimate,0.041652272,0.031872521,NA,NA,0.053001389
2021-02-20,MB,Anti-N estimate,0.042198366,0.032674153,NA,NA,0.053134074
2021-02-27,MB,Anti-N estimate,0.042687976,0.033320974,NA,NA,0.053211486
2021-03-06,MB,Anti-N estimate,0.043137177,0.033831052,NA,NA,0.053609003
2021-03-13,MB,Anti-N estimate,0.04356232,0.034383832,NA,NA,0.053898125
2021-03-20,MB,Anti-N estimate,0.04397982,0.034922218,NA,NA,0.05411809
2021-03-27,MB,Anti-N estimate,0.044406056,0.035345148,NA,NA,0.054662181
2021-04-03,MB,Anti-N estimate,0.044857396,0.035664214,NA,NA,0.055449418
2021-04-10,MB,Anti-N estimate,0.045350338,0.035917571,NA,NA,0.056247421
2021-04-17,MB,Anti-N estimate,0.045901781,0.036295632,NA,NA,0.057002634
2021-04-24,MB,Anti-N estimate,0.04652942,0.036818791,NA,NA,0.057807601
2021-05-01,MB,Anti-N estimate,0.047251182,0.037398143,NA,NA,0.058588906
2021-05-08,MB,Anti-N estimate,0.048068212,0.038175091,NA,NA,0.059590768
2021-05-15,MB,Anti-N estimate,0.048966964,0.039130837,NA,NA,0.060504572
2021-05-22,MB,Anti-N estimate,0.049933111,0.040006048,NA,NA,0.061522422
2021-05-29,MB,Anti-N estimate,0.050951523,0.041136569,NA,NA,0.062515629
