week_end,geo,ab_estimate,pct_mean,pct_q025,pct_q25,pct_q75,pct_q975
2020-03-07,AB,Anti-N estimate,0.00347216,0.00152391,NA,NA,0.006287814
2020-03-14,AB,Anti-N estimate,0.004006572,0.001709389,NA,NA,0.007393373
2020-03-21,AB,Anti-N estimate,0.004570023,0.001914123,NA,NA,0.008497322
2020-03-28,AB,Anti-N estimate,0.005145212,0.002141044,NA,NA,0.009579372
2020-04-04,AB,Anti-N estimate,0.005710193,0.002369997,NA,NA,0.010772598
2020-04-11,AB,Anti-N estimate,0.006239609,0.002634571,NA,NA,0.011747825
2020-04-18,AB,Anti-N estimate,0.006707004,0.00291525,NA,NA,0.012485918
2020-04-25,AB,Anti-N estimate,0.007096362,0.003194013,NA,NA,0.012984406
2020-05-02,AB,Anti-N estimate,0.007407745,0.003442403,NA,NA,0.013462633
2020-05-09,AB,Anti-N estimate,0.007647565,0.003754461,NA,NA,0.013548951
2020-05-16,AB,Anti-N estimate,0.007826177,0.004000674,NA,NA,0.013517368
2020-05-23,AB,Anti-N estimate,0.007956053,0.004210103,NA,NA,0.01329952
2020-05-30,AB,Anti-N estimate,0.008050228,0.0044004,NA,NA,0.013294942
2020-06-06,AB,Anti-N estimate,0.008121169,0.004460339,NA,NA,0.013345729
2020-06-13,AB,Anti-N estimate,0.008180101,0.004454971,NA,NA,0.013496377
2020-06-20,AB,Anti-N estimate,0.008236771,0.004464537,NA,NA,0.013674934
2020-06-27,AB,Anti-N estimate,0.008299586,0.004417756,NA,NA,0.013884926
2020-07-04,AB,Anti-N estimate,0.008376084,0.004389404,NA,NA,0.014033876
2020-07-11,AB,Anti-N estimate,0.008473709,0.004373035,NA,NA,0.014417684
2020-07-18,AB,Anti-N estimate,0.008599126,0.004430884,NA,NA,0.014614038
2020-07-25,AB,Anti-N estimate,0.008753993,0.004616409,NA,NA,0.014921093
2020-08-01,AB,Anti-N estimate,0.008940278,0.004809959,NA,NA,0.015076089
2020-08-08,AB,Anti-N estimate,0.009161406,0.005025211,NA,NA,0.015177207
2020-08-15,AB,Anti-N estimate,0.009421694,0.005292161,NA,NA,0.015268627
2020-08-22,AB,Anti-N estimate,0.009725867,0.005642132,NA,NA,0.01538446
2020-08-29,AB,Anti-N estimate,0.010078643,0.005984192,NA,NA,0.015684858
2020-09-05,AB,Anti-N estimate,0.01048437,0.006453593,NA,NA,0.016037161
2020-09-12,AB,Anti-N estimate,0.01094672,0.006834805,NA,NA,0.016404217
2020-09-19,AB,Anti-N estimate,0.011468441,0.00718756,NA,NA,0.016978834
2020-09-26,AB,Anti-N estimate,0.012051197,0.007605201,NA,NA,0.017804568
2020-10-03,AB,Anti-N estimate,0.012695554,0.008154686,NA,NA,0.018477854
2020-10-10,AB,Anti-N estimate,0.013401231,0.008719996,NA,NA,0.019322597
2020-10-17,AB,Anti-N estimate,0.014168339,0.009374427,NA,NA,0.020160125
2020-10-24,AB,Anti-N estimate,0.014998294,0.010065143,NA,NA,0.021144134
2020-10-31,AB,Anti-N estimate,0.015893329,0.010832703,NA,NA,0.022035143
2020-11-07,AB,Anti-N estimate,0.016856074,0.011719488,NA,NA,0.022951273
2020-11-14,AB,Anti-N estimate,0.017889085,0.012713179,NA,NA,0.024029076
2020-11-21,AB,Anti-N estimate,0.01899434,0.013714308,NA,NA,0.025062201
2020-11-28,AB,Anti-N estimate,0.020172693,0.014757411,NA,NA,0.02633936
2020-12-05,AB,Anti-N estimate,0.02142331,0.015874073,NA,NA,0.027822821
2020-12-12,AB,Anti-N estimate,0.022743135,0.01687586,NA,NA,0.029485865
2020-12-19,AB,Anti-N estimate,0.024126415,0.018020844,NA,NA,0.031226502
2020-12-26,AB,Anti-N estimate,0.02556437,0.019095861,NA,NA,0.033254988
2021-01-02,AB,Anti-N estimate,0.027045081,0.020189315,NA,NA,0.035151021
2021-01-09,AB,Anti-N estimate,0.028556405,0.021358421,NA,NA,0.036959042
2021-01-16,AB,Anti-N estimate,0.030092075,0.022535172,NA,NA,0.038813325
2021-01-23,AB,Anti-N estimate,0.031647517,0.023880659,NA,NA,0.040639113
2021-01-30,AB,Anti-N estimate,0.033218773,0.025224957,NA,NA,0.0423201
2021-02-06,AB,Anti-N estimate,0.03480236,0.026696615,NA,NA,0.044188649
2021-02-13,AB,Anti-N estimate,0.036395097,0.028061072,NA,NA,0.045821586
2021-02-20,AB,Anti-N estimate,0.037993914,0.02962901,NA,NA,0.047474505
2021-02-27,AB,Anti-N estimate,0.039595647,0.031186165,NA,NA,0.049201192
2021-03-06,AB,Anti-N estimate,0.041196849,0.032583401,NA,NA,0.051030116
2021-03-13,AB,Anti-N estimate,0.042793609,0.034025885,NA,NA,0.052777083
2021-03-20,AB,Anti-N estimate,0.044381426,0.035325279,NA,NA,0.054597726
2021-03-27,AB,Anti-N estimate,0.045955116,0.036535569,NA,NA,0.056373336
2021-04-03,AB,Anti-N estimate,0.047508798,0.037499719,NA,NA,0.058210405
2021-04-10,AB,Anti-N estimate,0.049035949,0.038622041,NA,NA,0.060159664
2021-04-17,AB,Anti-N estimate,0.050529558,0.039773826,NA,NA,0.062312695
2021-04-24,AB,Anti-N estimate,0.051982374,0.040674753,NA,NA,0.064253042
2021-05-01,AB,Anti-N estimate,0.053387207,0.041834111,NA,NA,0.066077174
2021-05-08,AB,Anti-N estimate,0.05473651,0.042989369,NA,NA,0.067631276
2021-05-15,AB,Anti-N estimate,0.056022701,0.044344293,NA,NA,0.069002158
2021-05-22,AB,Anti-N estimate,0.057238711,0.045530958,NA,NA,0.07048218
2021-05-29,AB,Anti-N estimate,0.058377818,0.046856399,NA,NA,0.07142554
2021-06-05,AB,Anti-N estimate,0.059433447,0.047802977,NA,NA,0.072665581
2021-06-12,AB,Anti-N estimate,0.06039902,0.048661411,NA,NA,0.073761516
2021-06-19,AB,Anti-N estimate,0.061267822,0.049431372,NA,NA,0.074782391
2021-06-26,AB,Anti-N estimate,0.062032921,0.050121155,NA,NA,0.075634219
2021-07-03,AB,Anti-N estimate,0.06268714,0.050642854,NA,NA,0.076950215
2021-07-10,AB,Anti-N estimate,0.063223083,0.0508278,NA,NA,0.078201982
2021-07-17,AB,Anti-N estimate,0.06363323,0.050822624,NA,NA,0.079042902
2021-07-24,AB,Anti-N estimate,0.063910093,0.050696697,NA,NA,0.079904902
2021-07-31,AB,Anti-N estimate,0.064046438,0.050396531,NA,NA,0.080618598
2021-08-07,AB,Anti-N estimate,0.064035574,0.050087139,NA,NA,0.080545089
2021-08-14,AB,Anti-N estimate,0.063871693,0.04991627,NA,NA,0.080576419
2021-08-21,AB,Anti-N estimate,0.063550259,0.049478989,NA,NA,0.080315487
2021-08-28,AB,Anti-N estimate,0.063081345,0.04909713,NA,NA,0.079636947
2021-09-04,AB,Anti-N estimate,0.06252771,0.048947871,NA,NA,0.078791633
2021-09-11,AB,Anti-N estimate,0.061963882,0.048622167,NA,NA,0.077684711
2021-09-18,AB,Anti-N estimate,0.061462244,0.048303565,NA,NA,0.076791086
2021-09-25,AB,Anti-N estimate,0.061093027,0.048169823,NA,NA,0.076031054
2021-10-02,AB,Anti-N estimate,0.060925111,0.048218222,NA,NA,0.075407056
2021-10-09,AB,Anti-N estimate,0.061027616,0.04875078,NA,NA,0.075320661
2021-10-16,AB,Anti-N estimate,0.061472282,0.049256491,NA,NA,0.075541026
2021-10-23,AB,Anti-N estimate,0.06233667,0.050125547,NA,NA,0.076469279
2021-10-30,AB,Anti-N estimate,0.063708312,0.051299559,NA,NA,0.07815684
2021-11-06,AB,Anti-N estimate,0.065690014,0.052757619,NA,NA,0.080343112
2021-11-13,AB,Anti-N estimate,0.068406622,0.055162236,NA,NA,0.083684265
2021-11-20,AB,Anti-N estimate,0.072013743,0.057986456,NA,NA,0.08792068
2021-11-27,AB,Anti-N estimate,0.076709045,0.06209559,NA,NA,0.093081237
2021-12-04,AB,Anti-N estimate,0.082746956,0.067411688,NA,NA,0.099756386
2021-12-11,AB,Anti-N estimate,0.090457747,0.07442041,NA,NA,0.108351401
2021-12-18,AB,Anti-N estimate,0.100266631,0.083395405,NA,NA,0.118838928
2021-12-25,AB,Anti-N estimate,0.112531561,0.095432952,NA,NA,0.131448084
2022-01-01,AB,Anti-N estimate,0.127419814,0.110045709,NA,NA,0.146880913
2022-01-08,AB,Anti-N estimate,0.145023484,0.127038408,NA,NA,0.165329445
2022-01-15,AB,Anti-N estimate,0.165316088,0.146969001,NA,NA,0.186058325
2022-01-22,AB,Anti-N estimate,0.188098539,0.168319345,NA,NA,0.210319235
2022-01-29,AB,Anti-N estimate,0.212956659,0.191706115,NA,NA,0.237071977
2022-02-05,AB,Anti-N estimate,0.239241899,0.216415527,NA,NA,0.264667265
2022-02-12,AB,Anti-N estimate,0.266083415,0.241541995,NA,NA,0.292604913
2022-02-19,AB,Anti-N estimate,0.292443146,0.266451057,NA,NA,0.320321194
2022-02-26,AB,Anti-N estimate,0.317564173,0.291039983,NA,NA,0.345193283
2022-03-05,AB,Anti-N estimate,0.341190157,0.315001268,NA,NA,0.368697143
2022-03-12,AB,Anti-N estimate,0.363186648,0.337611804,NA,NA,0.390050535
2022-03-19,AB,Anti-N estimate,0.383501736,0.35721619,NA,NA,0.410312226
2022-03-26,AB,Anti-N estimate,0.402151704,0.374643096,NA,NA,0.429419752
2022-04-02,AB,Anti-N estimate,0.419207677,0.391061339,NA,NA,0.447240502
2022-04-09,AB,Anti-N estimate,0.434783886,0.406056667,NA,NA,0.464076401
2022-04-16,AB,Anti-N estimate,0.449027722,0.419895726,NA,NA,0.478857657
2022-04-23,AB,Anti-N estimate,0.462110617,0.432855892,NA,NA,0.491651379
2022-04-30,AB,Anti-N estimate,0.474194786,0.44565449,NA,NA,0.503541512
2022-05-07,AB,Anti-N estimate,0.485420722,0.457639182,NA,NA,0.513568604
2022-05-14,AB,Anti-N estimate,0.495933123,0.46956657,NA,NA,0.52275039
2022-05-21,AB,Anti-N estimate,0.505880518,0.47980142,NA,NA,0.532328701
2022-05-28,AB,Anti-N estimate,0.515413965,0.489142782,NA,NA,0.541698971
2022-06-04,AB,Anti-N estimate,0.524686262,0.497491928,NA,NA,0.552496077
2022-06-11,AB,Anti-N estimate,0.533851328,0.505308241,NA,NA,0.563177803
2022-06-18,AB,Anti-N estimate,0.543063427,0.51352858,NA,NA,0.572944479
2022-06-25,AB,Anti-N estimate,0.552472712,0.523100551,NA,NA,0.582104839
2022-07-02,AB,Anti-N estimate,0.56211938,0.533834973,NA,NA,0.591159623
2022-07-09,AB,Anti-N estimate,0.571912037,0.544769343,NA,NA,0.599212683
2022-07-16,AB,Anti-N estimate,0.581751207,0.555319167,NA,NA,0.608668656
2022-07-23,AB,Anti-N estimate,0.591538675,0.564688535,NA,NA,0.618739691
2022-07-30,AB,Anti-N estimate,0.601179281,0.573521054,NA,NA,0.628910675
2022-08-06,AB,Anti-N estimate,0.610582494,0.581639143,NA,NA,0.640062596
2022-08-13,AB,Anti-N estimate,0.619663393,0.589566751,NA,NA,0.649885976
2022-08-20,AB,Anti-N estimate,0.628342713,0.597648717,NA,NA,0.658543442
2022-08-27,AB,Anti-N estimate,0.636548078,0.605887316,NA,NA,0.666950544
2022-09-03,AB,Anti-N estimate,0.644286117,0.613754269,NA,NA,0.673900054
2022-09-10,AB,Anti-N estimate,0.651653238,0.623009713,NA,NA,0.679713886
2022-09-17,AB,Anti-N estimate,0.65874719,0.631475899,NA,NA,0.685715208
2022-09-24,AB,Anti-N estimate,0.665663126,0.63864409,NA,NA,0.691682613
2022-10-01,AB,Anti-N estimate,0.672494858,0.645290953,NA,NA,0.698099184
2022-10-08,AB,Anti-N estimate,0.679335435,0.651268989,NA,NA,0.705257379
2022-10-15,AB,Anti-N estimate,0.686276895,0.6574328,NA,NA,0.712687919
2022-10-22,AB,Anti-N estimate,0.693409054,0.663458384,NA,NA,0.720091259
2022-10-29,AB,Anti-N estimate,0.70081452,0.670967437,NA,NA,0.727602564
2022-11-05,AB,Anti-N estimate,0.708481863,0.68000452,NA,NA,0.734836526
2022-11-12,AB,Anti-N estimate,0.71629275,0.689170721,NA,NA,0.742443297
2022-11-19,AB,Anti-N estimate,0.724126841,0.697645183,NA,NA,0.749204425
2022-11-26,AB,Anti-N estimate,0.731871122,0.70608418,NA,NA,0.756346404
2022-12-03,AB,Anti-N estimate,0.739422065,0.713669803,NA,NA,0.7642965
2022-12-10,AB,Anti-N estimate,0.74668669,0.720397666,NA,NA,0.772079266
2022-12-17,AB,Anti-N estimate,0.753582355,0.726623071,NA,NA,0.779433457
2022-12-24,AB,Anti-N estimate,0.76003515,0.732932065,NA,NA,0.785429242
2022-12-31,AB,Anti-N estimate,0.765978095,0.739600615,NA,NA,0.790692647
2023-01-07,AB,Anti-N estimate,0.771384905,0.746103685,NA,NA,0.794731888
2023-01-14,AB,Anti-N estimate,0.776273632,0.752135601,NA,NA,0.798485119
2023-01-21,AB,Anti-N estimate,0.780662911,0.757621816,NA,NA,0.801923541
2023-01-28,AB,Anti-N estimate,0.784571771,0.761056275,NA,NA,0.80553752
2023-02-04,AB,Anti-N estimate,0.788021315,0.763957474,NA,NA,0.809098033
2023-02-11,AB,Anti-N estimate,0.791035348,0.76536458,NA,NA,0.813070826
2023-02-18,AB,Anti-N estimate,0.793639924,0.76716145,NA,NA,0.816853237
2023-02-25,AB,Anti-N estimate,0.795861838,0.768865342,NA,NA,0.819882231
2023-03-04,AB,Anti-N estimate,0.797726106,0.771043197,NA,NA,0.822209356
2023-03-11,AB,Anti-N estimate,0.79925367,0.773365572,NA,NA,0.823491955
2023-03-18,AB,Anti-N estimate,0.800461006,0.775527183,NA,NA,0.824000549
2023-03-25,AB,Anti-N estimate,0.801362107,0.778101126,NA,NA,0.824028429
2023-04-01,AB,Anti-N estimate,0.801971359,0.779565316,NA,NA,0.824452307
2023-04-08,AB,Anti-N estimate,0.802305518,0.77930691,NA,NA,0.824731659
2023-04-15,AB,Anti-N estimate,0.802384735,0.779062429,NA,NA,0.825511329
2023-04-22,AB,Anti-N estimate,0.802232593,0.77811039,NA,NA,0.826138622
2023-04-29,AB,Anti-N estimate,0.801875192,0.776932306,NA,NA,0.826326664
2023-05-06,AB,Anti-N estimate,0.801339681,0.775766957,NA,NA,0.826142352
2023-05-13,AB,Anti-N estimate,0.800665133,0.775985684,NA,NA,0.824949834
2023-05-20,AB,Anti-N estimate,0.799904101,0.775664278,NA,NA,0.823802072
2023-05-27,AB,Anti-N estimate,0.79910864,0.775398698,NA,NA,0.821872857
2023-06-03,AB,Anti-N estimate,0.798331484,0.775805493,NA,NA,0.820016467
2023-06-10,AB,Anti-N estimate,0.797627565,0.775474623,NA,NA,0.818596078
2023-06-17,AB,Anti-N estimate,0.797054861,0.774341726,NA,NA,0.817720084
2023-06-24,AB,Anti-N estimate,0.796674569,0.773073056,NA,NA,0.817944418
2023-07-01,AB,Anti-N estimate,0.796550597,0.772525412,NA,NA,0.817969081
2023-07-08,AB,Anti-N estimate,0.796747187,0.77233137,NA,NA,0.818848488
2023-07-15,AB,Anti-N estimate,0.797288634,0.772567162,NA,NA,0.819722617
2023-07-22,AB,Anti-N estimate,0.798149049,0.77333583,NA,NA,0.820624291
2023-07-29,AB,Anti-N estimate,0.7992971,0.775159086,NA,NA,0.821767703
2023-08-05,AB,Anti-N estimate,0.80069961,0.777017788,NA,NA,0.822841206
2023-08-12,AB,Anti-N estimate,0.80232226,0.779431805,NA,NA,0.823716683
2023-08-19,AB,Anti-N estimate,0.804130218,0.781868715,NA,NA,0.824880407
2023-08-26,AB,Anti-N estimate,0.806088706,0.784483351,NA,NA,0.82602339
2023-09-02,AB,Anti-N estimate,0.80816349,0.787164336,NA,NA,0.827710507
2023-09-09,AB,Anti-N estimate,0.810321295,0.789161036,NA,NA,0.829867593
2023-09-16,AB,Anti-N estimate,0.812530156,0.790237316,NA,NA,0.832492928
2023-09-23,AB,Anti-N estimate,0.814759679,0.790915128,NA,NA,0.835771367
2023-09-30,AB,Anti-N estimate,0.816981231,0.791696388,NA,NA,0.840224929
2020-03-07,AB,Anti-S estimate,0.004196145,0.001227064,NA,NA,0.013462648
2020-03-14,AB,Anti-S estimate,0.004804969,0.001395784,NA,NA,0.015401239
2020-03-21,AB,Anti-S estimate,0.005440258,0.00156875,NA,NA,0.017241273
2020-03-28,AB,Anti-S estimate,0.006082794,0.001745677,NA,NA,0.019030333
2020-04-04,AB,Anti-S estimate,0.006709021,0.001940605,NA,NA,0.020903805
2020-04-11,AB,Anti-S estimate,0.007292373,0.00216194,NA,NA,0.022428555
2020-04-18,AB,Anti-S estimate,0.007805587,0.002358152,NA,NA,0.024019936
2020-04-25,AB,Anti-S estimate,0.008232756,0.002568048,NA,NA,0.02517004
2020-05-02,AB,Anti-S estimate,0.008574891,0.00278272,NA,NA,0.025814238
2020-05-09,AB,Anti-S estimate,0.008839332,0.002985305,NA,NA,0.026206027
2020-05-16,AB,Anti-S estimate,0.009037284,0.003199503,NA,NA,0.026709999
2020-05-23,AB,Anti-S estimate,0.00918202,0.00333958,NA,NA,0.026748857
2020-05-30,AB,Anti-S estimate,0.009287369,0.003462883,NA,NA,0.026952546
2020-06-06,AB,Anti-S estimate,0.009366616,0.00354305,NA,NA,0.027461474
2020-06-13,AB,Anti-S estimate,0.009431841,0.003556519,NA,NA,0.027234854
2020-06-20,AB,Anti-S estimate,0.009493692,0.00352627,NA,NA,0.027639635
2020-06-27,AB,Anti-S estimate,0.009561519,0.003454659,NA,NA,0.027991156
2020-07-04,AB,Anti-S estimate,0.009643852,0.003473111,NA,NA,0.027988172
2020-07-11,AB,Anti-S estimate,0.009749169,0.003459757,NA,NA,0.028140364
2020-07-18,AB,Anti-S estimate,0.009885014,0.003513704,NA,NA,0.02857942
2020-07-25,AB,Anti-S estimate,0.010053138,0.003631424,NA,NA,0.029041047
2020-08-01,AB,Anti-S estimate,0.010255375,0.003748604,NA,NA,0.029538738
2020-08-08,AB,Anti-S estimate,0.010494976,0.00393793,NA,NA,0.030670646
2020-08-15,AB,Anti-S estimate,0.010776029,0.004129837,NA,NA,0.031360907
2020-08-22,AB,Anti-S estimate,0.011102966,0.004329299,NA,NA,0.032122184
2020-08-29,AB,Anti-S estimate,0.011480137,0.004653846,NA,NA,0.033294903
2020-09-05,AB,Anti-S estimate,0.01191145,0.004890873,NA,NA,0.034009476
2020-09-12,AB,Anti-S estimate,0.012400067,0.00515304,NA,NA,0.035215904
2020-09-19,AB,Anti-S estimate,0.01294817,0.005467643,NA,NA,0.0363262
2020-09-26,AB,Anti-S estimate,0.013556829,0.005770365,NA,NA,0.038099435
2020-10-03,AB,Anti-S estimate,0.014226017,0.006116965,NA,NA,0.039508644
2020-10-10,AB,Anti-S estimate,0.014954879,0.00646238,NA,NA,0.041037415
2020-10-17,AB,Anti-S estimate,0.015742946,0.006923808,NA,NA,0.042306395
2020-10-24,AB,Anti-S estimate,0.016590962,0.007444349,NA,NA,0.043856939
2020-10-31,AB,Anti-S estimate,0.017500379,0.007990501,NA,NA,0.045715387
2020-11-07,AB,Anti-S estimate,0.01847293,0.008549386,NA,NA,0.0472581
2020-11-14,AB,Anti-S estimate,0.019510194,0.009237357,NA,NA,0.049167749
2020-11-21,AB,Anti-S estimate,0.020613123,0.009985633,NA,NA,0.050552931
2020-11-28,AB,Anti-S estimate,0.02178157,0.010731799,NA,NA,0.052815873
2020-12-05,AB,Anti-S estimate,0.023013804,0.01159358,NA,NA,0.05493616
2020-12-12,AB,Anti-S estimate,0.024306084,0.012327027,NA,NA,0.057169044
2020-12-19,AB,Anti-S estimate,0.025652292,0.013158275,NA,NA,0.059429677
2020-12-26,AB,Anti-S estimate,0.027043712,0.013980055,NA,NA,0.061393108
2021-01-02,AB,Anti-S estimate,0.028468994,0.014788216,NA,NA,0.063730413
2021-01-09,AB,Anti-S estimate,0.033402544,0.017718993,NA,NA,0.071981163
2021-01-16,AB,Anti-S estimate,0.039092408,0.021281152,NA,NA,0.079718254
2021-01-23,AB,Anti-S estimate,0.045662957,0.025482316,NA,NA,0.089035107
2021-01-30,AB,Anti-S estimate,0.053264471,0.030458307,NA,NA,0.098902068
2021-02-06,AB,Anti-S estimate,0.062077993,0.036197462,NA,NA,0.110905176
2021-02-13,AB,Anti-S estimate,0.072320448,0.042999007,NA,NA,0.124216554
2021-02-20,AB,Anti-S estimate,0.08424968,0.051167262,NA,NA,0.140083346
2021-02-27,AB,Anti-S estimate,0.098168784,0.061372785,NA,NA,0.157067396
2021-03-06,AB,Anti-S estimate,0.114428716,0.073198647,NA,NA,0.176109597
2021-03-13,AB,Anti-S estimate,0.133427628,0.087616778,NA,NA,0.198519015
2021-03-20,AB,Anti-S estimate,0.155604756,0.105004958,NA,NA,0.223824079
2021-03-27,AB,Anti-S estimate,0.181426081,0.125508198,NA,NA,0.254290877
2021-04-03,AB,Anti-S estimate,0.211358679,0.149477988,NA,NA,0.287177658
2021-04-10,AB,Anti-S estimate,0.245831057,0.177745898,NA,NA,0.326902722
2021-04-17,AB,Anti-S estimate,0.285178448,0.212185552,NA,NA,0.36873424
2021-04-24,AB,Anti-S estimate,0.329575324,0.251097058,NA,NA,0.415921945
2021-05-01,AB,Anti-S estimate,0.378942013,0.296679682,NA,NA,0.466276215
2021-05-08,AB,Anti-S estimate,0.432543236,0.34549167,NA,NA,0.521432969
2021-05-15,AB,Anti-S estimate,0.488981516,0.398194274,NA,NA,0.578096741
2021-05-22,AB,Anti-S estimate,0.546566339,0.454447628,NA,NA,0.632170684
2021-05-29,AB,Anti-S estimate,0.603502946,0.511657252,NA,NA,0.686171611
2021-06-05,AB,Anti-S estimate,0.65807898,0.568995497,NA,NA,0.736504452
2021-06-12,AB,Anti-S estimate,0.708826285,0.620189661,NA,NA,0.781791609
2021-06-19,AB,Anti-S estimate,0.754642357,0.669379227,NA,NA,0.822066255
2021-06-26,AB,Anti-S estimate,0.794859663,0.713089317,NA,NA,0.856097729
2021-07-03,AB,Anti-S estimate,0.829251805,0.75275366,NA,NA,0.88442948
2021-07-10,AB,Anti-S estimate,0.857976285,0.783908583,NA,NA,0.90738845
2021-07-17,AB,Anti-S estimate,0.881471756,0.812239033,NA,NA,0.925255903
2021-07-24,AB,Anti-S estimate,0.900339227,0.836320561,NA,NA,0.939323986
2021-07-31,AB,Anti-S estimate,0.915234643,0.856870576,NA,NA,0.949970503
2021-08-07,AB,Anti-S estimate,0.926788492,0.8721304,NA,NA,0.957804588
2021-08-14,AB,Anti-S estimate,0.935555329,0.883991843,NA,NA,0.963618569
2021-08-21,AB,Anti-S estimate,0.941987634,0.893717052,NA,NA,0.967868246
2021-08-28,AB,Anti-S estimate,0.946470443,0.901008188,NA,NA,0.970595833
2021-09-04,AB,Anti-S estimate,0.949436253,0.905858488,NA,NA,0.972298956
2021-09-11,AB,Anti-S estimate,0.951224193,0.909057394,NA,NA,0.973150143
2021-09-18,AB,Anti-S estimate,0.952076227,0.910834824,NA,NA,0.973620378
2021-09-25,AB,Anti-S estimate,0.952171889,0.911198836,NA,NA,0.973632812
2021-10-02,AB,Anti-S estimate,0.951653159,0.910356731,NA,NA,0.973295727
2021-10-09,AB,Anti-S estimate,0.950642856,0.908997074,NA,NA,0.972527101
2021-10-16,AB,Anti-S estimate,0.949258616,0.907814923,NA,NA,0.971648001
2021-10-23,AB,Anti-S estimate,0.94762351,0.904341093,NA,NA,0.970429242
2021-10-30,AB,Anti-S estimate,0.945873651,0.901614967,NA,NA,0.969402589
2021-11-06,AB,Anti-S estimate,0.944162574,0.899475313,NA,NA,0.968343117
2021-11-13,AB,Anti-S estimate,0.942661861,0.897543319,NA,NA,0.967514977
2021-11-20,AB,Anti-S estimate,0.941557384,0.89702154,NA,NA,0.966879197
2021-11-27,AB,Anti-S estimate,0.941040654,0.896144107,NA,NA,0.966642117
2021-12-04,AB,Anti-S estimate,0.941295184,0.896566547,NA,NA,0.966699845
2021-12-11,AB,Anti-S estimate,0.942478345,0.898606992,NA,NA,0.967713548
2021-12-18,AB,Anti-S estimate,0.944695697,0.902764781,NA,NA,0.969153242
2021-12-25,AB,Anti-S estimate,0.947846454,0.907814368,NA,NA,0.971145403
2022-01-01,AB,Anti-S estimate,0.951628396,0.913165634,NA,NA,0.973565754
2022-01-08,AB,Anti-S estimate,0.955745623,0.919555598,NA,NA,0.97596439
2022-01-15,AB,Anti-S estimate,0.959942289,0.925852544,NA,NA,0.978509945
2022-01-22,AB,Anti-S estimate,0.964015023,0.931850569,NA,NA,0.980897767
2022-01-29,AB,Anti-S estimate,0.967815949,0.937240529,NA,NA,0.983116012
2022-02-05,AB,Anti-S estimate,0.971248511,0.942854582,NA,NA,0.985155573
2022-02-12,AB,Anti-S estimate,0.974258707,0.947759436,NA,NA,0.986816521
2022-02-19,AB,Anti-S estimate,0.976825446,0.952581207,NA,NA,0.988193294
2022-02-26,AB,Anti-S estimate,0.978984827,0.956399011,NA,NA,0.989409143
2022-03-05,AB,Anti-S estimate,0.980812674,0.95980718,NA,NA,0.99036403
2022-03-12,AB,Anti-S estimate,0.982371644,0.962786083,NA,NA,0.991257559
2022-03-19,AB,Anti-S estimate,0.983712054,0.965437449,NA,NA,0.992012531
2022-03-26,AB,Anti-S estimate,0.984874803,0.967718594,NA,NA,0.992652001
2022-04-02,AB,Anti-S estimate,0.985893484,0.969705613,NA,NA,0.993212264
2022-04-09,AB,Anti-S estimate,0.986795898,0.971525236,NA,NA,0.993729382
2022-04-16,AB,Anti-S estimate,0.987605127,0.973002587,NA,NA,0.994206922
2022-04-23,AB,Anti-S estimate,0.988340219,0.974175299,NA,NA,0.994588631
2022-04-30,AB,Anti-S estimate,0.989015349,0.975864164,NA,NA,0.994956404
2022-05-07,AB,Anti-S estimate,0.989640548,0.976983578,NA,NA,0.995310747
2022-05-14,AB,Anti-S estimate,0.990224219,0.978081117,NA,NA,0.995641591
2022-05-21,AB,Anti-S estimate,0.990773647,0.979078348,NA,NA,0.995950597
2022-05-28,AB,Anti-S estimate,0.991295228,0.980035696,NA,NA,0.996237435
2022-06-04,AB,Anti-S estimate,0.991794553,0.981223402,NA,NA,0.996526254
2022-06-11,AB,Anti-S estimate,0.992276413,0.982147937,NA,NA,0.99681551
2022-06-18,AB,Anti-S estimate,0.992744725,0.982931097,NA,NA,0.997108683
2022-06-25,AB,Anti-S estimate,0.993202327,0.983786336,NA,NA,0.997369724
2022-07-02,AB,Anti-S estimate,0.993647939,0.984504995,NA,NA,0.997618139
2022-07-09,AB,Anti-S estimate,0.994076754,0.985399869,NA,NA,0.997825571
2022-07-16,AB,Anti-S estimate,0.99448489,0.986195064,NA,NA,0.998014009
2022-07-23,AB,Anti-S estimate,0.994869651,0.986831804,NA,NA,0.998194429
2022-07-30,AB,Anti-S estimate,0.995229423,0.987652852,NA,NA,0.998366271
2022-08-06,AB,Anti-S estimate,0.995563493,0.988427544,NA,NA,0.998513909
2022-08-13,AB,Anti-S estimate,0.995871841,0.989215037,NA,NA,0.998667241
2022-08-20,AB,Anti-S estimate,0.99615491,0.989929059,NA,NA,0.998809379
2022-08-27,AB,Anti-S estimate,0.99641343,0.990569318,NA,NA,0.998926802
2022-09-03,AB,Anti-S estimate,0.996649277,0.991065585,NA,NA,0.999023109
2022-09-10,AB,Anti-S estimate,0.996865296,0.99145169,NA,NA,0.999112927
2022-09-17,AB,Anti-S estimate,0.997063988,0.991988136,NA,NA,0.999190477
2022-09-24,AB,Anti-S estimate,0.997247563,0.992390218,NA,NA,0.999255653
2022-10-01,AB,Anti-S estimate,0.997418013,0.992806856,NA,NA,0.999316101
2022-10-08,AB,Anti-S estimate,0.997577151,0.993228257,NA,NA,0.99936977
2022-10-15,AB,Anti-S estimate,0.997726601,0.993621146,NA,NA,0.999423727
